"","Transcript","IU_number","start_time","end_time","speaker","IU","Anonymity","Linguistic_info","Quotatives","Me_possessive","There's","Social_info","ordered"
"1471","SydS_GOF_174_Cassia",1988,"00:30:58.070","00:30:58.396","INT: Erica","yeah,","","","","","","",1988
"1472","SydS_GOF_174_Cassia",1989,"00:30:58.396","00:30:58.762","INT: Erica","I've --","","","","","","",1989
"1473","SydS_GOF_174_Cassia",1990,"00:30:58.762","00:31:00.580","INT: Erica","I .. would love her .. [to] --","","","","","","",1990
"4879","SydS_GOF_174_Cassia",1991,"00:31:00.290","00:31:02.688","PNT: Cassia","[and you] know she can see Helen in the morning,","Helen","","","","","",1991
"4880","SydS_GOF_174_Cassia",1992,"00:31:02.688","00:31:04.042","PNT: Cassia","and then come to the pl[2ay,","","","","","","",1992
"1474","SydS_GOF_174_Cassia",1993,"00:31:03.770","00:31:04.355","INT: Erica","[2yeah,","","","","","","",1993
"4881","SydS_GOF_174_Cassia",1994,"00:31:04.042","00:31:04.925","PNT: Cassia","it's not like she'll be2] --","","","","","","",1994
"1475","SydS_GOF_174_Cassia",1995,"00:31:04.355","00:31:06.206","INT: Erica","it's not till f2]our-thirty so,","","","","","","",1995
"4882","SydS_GOF_174_Cassia",1996,"00:31:06.206","00:31:06.645","PNT: Cassia","ye[ah,","","","","","","",1996
"1476","SydS_GOF_174_Cassia",1997,"00:31:06.485","00:31:06.915","INT: Erica","[um],","","","","","","",1997
"4883","SydS_GOF_174_Cassia",1998,"00:31:06.645","00:31:07.686","PNT: Cassia","it's prett]y late.","","","","","","",1998
"1477","SydS_GOF_174_Cassia",1999,"00:31:07.686","00:31:08.022","INT: Erica",".. yeah,","","","","","","",1999
"1478","SydS_GOF_174_Cassia",2000,"00:31:08.022","00:31:08.480","INT: Erica","it's good.","","","","","","",2000
"4884","SydS_GOF_174_Cassia",2001,"00:31:08.480","00:31:09.760","PNT: Cassia",".. so she can do both,","","","","","","",2001
"4885","SydS_GOF_174_Cassia",2002,"00:31:09.760","00:31:10.425","PNT: Cassia","hopefully --","","","","","","",2002
"1479","SydS_GOF_174_Cassia",2003,"00:31:10.425","00:31:10.888","INT: Erica",".. yeah.","","","","","","",2003
"1480","SydS_GOF_174_Cassia",2004,"00:31:10.888","00:31:11.928","INT: Erica","...(1.0) um,","","","","","","",2004
"1481","SydS_GOF_174_Cassia",2005,"00:31:11.928","00:31:12.840","INT: Erica",".. yeah no,","","","","","","",2005
"1482","SydS_GOF_174_Cassia",2006,"00:31:12.840","00:31:14.170","INT: Erica","it's funny that you said Corfu,","","","","","","",2006
"1483","SydS_GOF_174_Cassia",2007,"00:31:14.170","00:31:17.635","INT: Erica","cause I just said I've been thinking about Corfu for two mon[ths in @rehearsals, ","","","","","","",2007
"4886","SydS_GOF_174_Cassia",2008,"00:31:16.554","00:31:17.683","PNT: Cassia","[yes,","","","","","","",2008
"1484","SydS_GOF_174_Cassia",2009,"00:31:17.635","00:31:18.145","INT: Erica","@ ","","","","","","",2009
"4887","SydS_GOF_174_Cassia",2010,"00:31:17.683","00:31:18.145","PNT: Cassia","yeah,","","","","","","",2010
"4888","SydS_GOF_174_Cassia",2011,"00:31:18.145","00:31:18.603","PNT: Cassia","<X it but X>] --","","","","","","",2011
"1485","SydS_GOF_174_Cassia",2012,"00:31:18.145","00:31:18.603","INT: Erica","um],","","","","","","",2012
"4889","SydS_GOF_174_Cassia",2013,"00:31:18.603","00:31:20.450","PNT: Cassia","... [2it's meant2] to be so pretty. ","","","","","","",2013
"1486","SydS_GOF_174_Cassia",2014,"00:31:18.940","00:31:19.259","INT: Erica","[2but2] --","","","","","","",2014
"1487","SydS_GOF_174_Cassia",2015,"00:31:20.450","00:31:20.835","INT: Erica","ye[ah].","","","","","","",2015
"4890","SydS_GOF_174_Cassia",2016,"00:31:20.645","00:31:21.475","PNT: Cassia","[so] gre[2en2].","","","","","","",2016
"1488","SydS_GOF_174_Cassia",2017,"00:31:21.300","00:31:22.005","INT: Erica","[2s2]o beautif- --","","","","","","",2017
"1489","SydS_GOF_174_Cassia",2018,"00:31:22.005","00:31:23.885","INT: Erica",".. have you ever watched the TV show,","","","","","","",2018
"1490","SydS_GOF_174_Cassia",2019,"00:31:23.885","00:31:24.733","INT: Erica","The Durrells?","","","","","","",2019
"4891","SydS_GOF_174_Cassia",2020,"00:31:24.733","00:31:25.245","PNT: Cassia","n[o,","","","","","","",2020
"1491","SydS_GOF_174_Cassia",2021,"00:31:24.920","00:31:25.777","INT: Erica","[on the ABC]?","","","","","","",2021
"4892","SydS_GOF_174_Cassia",2022,"00:31:25.245","00:31:25.777","PNT: Cassia","I] -- ","","","","","","",2022
"4893","SydS_GOF_174_Cassia",2023,"00:31:25.777","00:31:26.125","PNT: Cassia",".. you --","","","","","","",2023
"4894","SydS_GOF_174_Cassia",2024,"00:31:26.125","00:31:27.835","PNT: Cassia","I've [you've mentioned them bef]o[2re2],","","","","","","",2024
"1492","SydS_GOF_174_Cassia",2025,"00:31:26.290","00:31:26.814","INT: Erica","[I've <X I'm X> --","","","","","","",2025
"1493","SydS_GOF_174_Cassia",2026,"00:31:26.814","00:31:27.410","INT: Erica","I have], ","","","","","","",2026
"1494","SydS_GOF_174_Cassia",2027,"00:31:27.626","00:31:29.285","INT: Erica","[2s2]o this is what the play is about,","","","","","","",2027
"1495","SydS_GOF_174_Cassia",2028,"00:31:29.285","00:31:31.435","INT: Erica",".. but .. I wanted you to watch the TV show,","","","","","","",2028
"1496","SydS_GOF_174_Cassia",2029,"00:31:31.435","00:31:33.465","INT: Erica","cause it's all set ... in Greece,","","","","","","",2029
"1497","SydS_GOF_174_Cassia",2030,"00:31:33.465","00:31:35.113","INT: Erica","and it's .. really funn[y and],","","","","","","",2030
"4895","SydS_GOF_174_Cassia",2031,"00:31:34.765","00:31:36.670","PNT: Cassia","[I'll try] and f[2ind it on You2]Tube.","","","","","","",2031
"1498","SydS_GOF_174_Cassia",2032,"00:31:35.625","00:31:36.140","INT: Erica","[2yeah2].","","","","","","",2032
"1499","SydS_GOF_174_Cassia",2033,"00:31:36.670","00:31:38.505","INT: Erica","... I think Mum just watched the whole thing,","","","","","","",2033
"1500","SydS_GOF_174_Cassia",2034,"00:31:38.505","00:31:40.005","INT: Erica","it's all on ABC,","","","","","","",2034
"1501","SydS_GOF_174_Cassia",2035,"00:31:40.005","00:31:40.835","INT: Erica",".. iView now.","","","","","","",2035
"1502","SydS_GOF_174_Cassia",2036,"00:31:40.835","00:31:42.590","INT: Erica",".. so .. you can watch it [all for free].","","","","","","",2036
"4896","SydS_GOF_174_Cassia",2037,"00:31:41.760","00:31:42.425","PNT: Cassia","[oh,","","","","","","",2037
"4897","SydS_GOF_174_Cassia",2038,"00:31:42.425","00:31:43.330","PNT: Cassia","I've] got th[2at2].","","","","","","",2038
"1503","SydS_GOF_174_Cassia",2039,"00:31:43.115","00:31:43.500","INT: Erica","[2but it2]'s --","","","","","","",2039
"1504","SydS_GOF_174_Cassia",2040,"00:31:43.500","00:31:46.200","INT: Erica","you’d love it because they're a=ll speaking in Greek,","","","","","","",2040
"1505","SydS_GOF_174_Cassia",2041,"00:31:46.200","00:31:46.480","INT: Erica",".. they're --","","","","","","",2041
"1506","SydS_GOF_174_Cassia",2042,"00:31:46.480","00:31:47.140","INT: Erica","I mean not speak- --","","","","","","",2042
"1507","SydS_GOF_174_Cassia",2043,"00:31:47.140","00:31:48.410","INT: Erica",".. they're .. all on the Gree- --","","","","","","",2043
"1508","SydS_GOF_174_Cassia",2044,"00:31:48.410","00:31:50.100","INT: Erica","it's ... on the Greek islands,","","","","","","",2044
"1509","SydS_GOF_174_Cassia",2045,"00:31:50.100","00:31:52.145","INT: Erica","a- all the scenery is .. [beautifu]l, ","","","","","","",2045
"4898","SydS_GOF_174_Cassia",2046,"00:31:51.362","00:31:52.035","PNT: Cassia","[oh].","","","","","","",2046
"1510","SydS_GOF_174_Cassia",2047,"00:31:52.145","00:31:52.489","INT: Erica","and the --","","","","","","",2047
"4899","SydS_GOF_174_Cassia",2048,"00:31:52.489","00:31:53.178","PNT: Cassia","beautif[ul].","","","","","","",2048
"1511","SydS_GOF_174_Cassia",2049,"00:31:52.855","00:31:54.075","INT: Erica","[it's v]ery funny too.","","","","","","",2049
"1512","SydS_GOF_174_Cassia",2050,"00:31:54.075","00:31:54.730","INT: Erica","it's a comedy.","","","","","","",2050
"1513","SydS_GOF_174_Cassia",2051,"00:31:54.730","00:31:56.057","INT: Erica","so I think you’d really like it.","","","","","","",2051
"4900","SydS_GOF_174_Cassia",2052,"00:31:56.057","00:31:56.930","PNT: Cassia",".. oh I- [I] --","","","","","","",2052
"1514","SydS_GOF_174_Cassia",2053,"00:31:56.625","00:31:56.930","INT: Erica","[yeah].","","","","","","",2053
"4901","SydS_GOF_174_Cassia",2054,"00:31:56.930","00:31:57.197","PNT: Cassia",".. ((TSK))","","","","","","",2054
"4902","SydS_GOF_174_Cassia",2055,"00:31:57.197","00:31:58.175","PNT: Cassia","I'll look out for it.","","","","","","",2055
"4903","SydS_GOF_174_Cassia",2056,"00:31:58.175","00:31:59.650","PNT: Cassia",".. [I've g]ot [2iView2],","","","","","","",2056
"1515","SydS_GOF_174_Cassia",2057,"00:31:58.455","00:31:58.730","INT: Erica","[yeah].","","","","","","",2057
"1516","SydS_GOF_174_Cassia",2058,"00:31:58.920","00:31:59.925","INT: Erica","[2are you watching a2]ny,","","","","","","",2058
"1517","SydS_GOF_174_Cassia",2059,"00:31:59.925","00:32:00.250","INT: Erica","um,","","","","","","",2059
"1518","SydS_GOF_174_Cassia",2060,"00:32:00.250","00:32:01.415","INT: Erica","TV shows at the moment?","","","","","","",2060
"4904","SydS_GOF_174_Cassia",2061,"00:32:01.415","00:32:02.056","PNT: Cassia","[no,","","","","","","",2061
"1519","SydS_GOF_174_Cassia",2062,"00:32:01.415","00:32:01.885","INT: Erica","[<X what's your X> --","","","","","","",2062
"1520","SydS_GOF_174_Cassia",2063,"00:32:01.885","00:32:02.215","INT: Erica",".. X] --","","","","","","",2063
"4905","SydS_GOF_174_Cassia",2064,"00:32:02.056","00:32:02.604","PNT: Cassia","n]o I re- --","","","","","","",2064
"4906","SydS_GOF_174_Cassia",2065,"00:32:02.604","00:32:03.890","PNT: Cassia","tend to read boo[2ks,","","","","","","prefers reading books over watching TV",2065
"1521","SydS_GOF_174_Cassia",2066,"00:32:03.495","00:32:03.885","INT: Erica","[2yeah,","","","","","","",2066
"1522","SydS_GOF_174_Cassia",2067,"00:32:03.885","00:32:04.600","INT: Erica","you're a2] reader.","","","","","","",2067
"4907","SydS_GOF_174_Cassia",2068,"00:32:03.890","00:32:04.075","PNT: Cassia","<X n- X>2] --","","","","","","",2068
"1523","SydS_GOF_174_Cassia",2069,"00:32:04.600","00:32:05.485","INT: Erica",".. [what are you r]eading.","","","","","","",2069
"4908","SydS_GOF_174_Cassia",2070,"00:32:04.690","00:32:05.130","PNT: Cassia","[yeah],","","","","","","",2070
"4909","SydS_GOF_174_Cassia",2071,"00:32:05.485","00:32:07.533","PNT: Cassia","... I've just finished reading a book,","","","","","","",2071
"4910","SydS_GOF_174_Cassia",2072,"00:32:07.533","00:32:09.156","PNT: Cassia","... by Laura Childs,","","","","","","",2072
"4911","SydS_GOF_174_Cassia",2073,"00:32:09.156","00:32:10.186","PNT: Cassia","it's a who[dunn]i[2t,","","","","","","",2073
"1524","SydS_GOF_174_Cassia",2074,"00:32:09.610","00:32:09.890","INT: Erica","[yeah].","","","","","","",2074
"1525","SydS_GOF_174_Cassia",2075,"00:32:10.135","00:32:10.807","INT: Erica","[2@@2]","","","","","","",2075
"4912","SydS_GOF_174_Cassia",2076,"00:32:10.186","00:32:12.165","PNT: Cassia","and it's Par2]chment and Lace.","","","","","","",2076
"1526","SydS_GOF_174_Cassia",2077,"00:32:12.165","00:32:13.475","INT: Erica",".. Parchment and La[ce].","","","","","","",2077
"4913","SydS_GOF_174_Cassia",2078,"00:32:13.317","00:32:14.040","PNT: Cassia","[ye]s.","","","","","","",2078
"1527","SydS_GOF_174_Cassia",2079,"00:32:14.040","00:32:14.393","INT: Erica","wow --","","","","","","",2079
"1528","SydS_GOF_174_Cassia",2080,"00:32:14.393","00:32:15.090","INT: Erica","they're good tho[2ugh,","","","","","","",2080
"4914","SydS_GOF_174_Cassia",2081,"00:32:14.845","00:32:16.363","PNT: Cassia","[2and I'm sta2]rted one on % --","","","","","","",2081
"1529","SydS_GOF_174_Cassia",2082,"00:32:15.090","00:32:15.500","INT: Erica","crime2] --","","","","","","",2082
"4915","SydS_GOF_174_Cassia",2083,"00:32:16.363","00:32:17.950","PNT: Cassia","... Liane Moriarty,","","","","","","",2083
"4916","SydS_GOF_174_Cassia",2084,"00:32:17.950","00:32:19.133","PNT: Cassia","but I c[an't tell you mu]ch abou- --","","","","","","",2084
"1530","SydS_GOF_174_Cassia",2085,"00:32:18.239","00:32:18.854","INT: Erica","[oh].","","","","","","",2085
"4917","SydS_GOF_174_Cassia",2086,"00:32:19.133","00:32:20.210","PNT: Cassia","I've read a few of her books,","","","","","","",2086
"4918","SydS_GOF_174_Cassia",2087,"00:32:20.210","00:32:21.005","PNT: Cassia","[but the] l[2atest one2] --","","","","","","",2087
"1531","SydS_GOF_174_Cassia",2088,"00:32:20.210","00:32:20.440","INT: Erica","[yeah],","","","","","","",2088
"1532","SydS_GOF_174_Cassia",2089,"00:32:20.565","00:32:22.545","INT: Erica","[2I read2] Nine Perfect Stranger[3s.","","","","","","",2089
"4919","SydS_GOF_174_Cassia",2090,"00:32:22.485","00:32:23.340","PNT: Cassia","[3oh I've3] read that.","","","","","","",2090
"1533","SydS_GOF_174_Cassia",2091,"00:32:22.545","00:32:22.855","INT: Erica","yeah3].","","","","","","",2091
"1534","SydS_GOF_174_Cassia",2092,"00:32:23.340","00:32:23.944","INT: Erica","... yea[h,","","","","","","",2092
"4920","SydS_GOF_174_Cassia",2093,"00:32:23.905","00:32:24.919","PNT: Cassia","[it was a bit weird],","","","","","","",2093
"1535","SydS_GOF_174_Cassia",2094,"00:32:23.944","00:32:24.425","INT: Erica","I didn't --","","","","","","",2094
"1536","SydS_GOF_174_Cassia",2095,"00:32:24.425","00:32:25.381","INT: Erica",".. it was a bi]t weird.","","","","","","",2095
"4921","SydS_GOF_174_Cassia",2096,"00:32:25.381","00:32:26.701","PNT: Cassia","it [2was very weird2].","","","","","","",2096
"1537","SydS_GOF_174_Cassia",2097,"00:32:25.500","00:32:26.504","INT: Erica","[2@@@@","","","","","","",2097
"1538","SydS_GOF_174_Cassia",2098,"00:32:26.504","00:32:28.710","INT: Erica","and th2]en we watched the TV <@ show and it was @> a bit @we[ird.","","","","","","",2098
"4922","SydS_GOF_174_Cassia",2099,"00:32:28.550","00:32:28.840","PNT: Cassia","[yeah,","","","","","","",2099
"1539","SydS_GOF_174_Cassia",2100,"00:32:28.710","00:32:29.010","INT: Erica","@]","","","","","","",2100
"4923","SydS_GOF_174_Cassia",2101,"00:32:28.840","00:32:29.648","PNT: Cassia","and] I watched --","","","","","","",2101
"4924","SydS_GOF_174_Cassia",2102,"00:32:29.648","00:32:31.240","PNT: Cassia",".. and I'm reading one .. called --","","","","","","",2102
"4925","SydS_GOF_174_Cassia",2103,"00:32:31.240","00:32:33.040","PNT: Cassia","is it Apples .. Never Fal[l],","","","","","","",2103
"1540","SydS_GOF_174_Cassia",2104,"00:32:32.955","00:32:33.555","INT: Erica","[y]es,","","","","","","",2104
"1541","SydS_GOF_174_Cassia",2105,"00:32:33.555","00:32:34.422","INT: Erica",".. [2that's her new one2]?","","","","","","",2105
"4926","SydS_GOF_174_Cassia",2106,"00:32:33.580","00:32:34.166","PNT: Cassia","[2I'm reading --","","","","","","",2106
"4927","SydS_GOF_174_Cassia",2107,"00:32:34.166","00:32:35.140","PNT: Cassia","the t2]ennis one.","","","","","","",2107
"1542","SydS_GOF_174_Cassia",2108,"00:32:35.140","00:32:35.570","INT: Erica","yeah.","","","","","","",2108
"1543","SydS_GOF_174_Cassia",2109,"00:32:35.570","00:32:36.640","INT: Erica",".. I [haven’t started <X that X>] --","","","","","","",2109
"4928","SydS_GOF_174_Cassia",2110,"00:32:35.930","00:32:36.236","PNT: Cassia","[yeah,","","","","","","",2110
"4929","SydS_GOF_174_Cassia",2111,"00:32:36.236","00:32:37.386","PNT: Cassia","I've read a] few of them,","","","","","","",2111
"4930","SydS_GOF_174_Cassia",2112,"00:32:37.386","00:32:38.945","PNT: Cassia","yeah they're a bit unusual,","","","","","","",2112
"4931","SydS_GOF_174_Cassia",2113,"00:32:38.945","00:32:39.820","PNT: Cassia",".. [the one] --","","","","","","",2113
"1544","SydS_GOF_174_Cassia",2114,"00:32:39.195","00:32:40.643","INT: Erica","[they're very] popular thou[2gh2].","","","","","","",2114
"4932","SydS_GOF_174_Cassia",2115,"00:32:40.578","00:32:41.365","PNT: Cassia","[2y2]eah the li- --","","","","","","",2115
"4933","SydS_GOF_174_Cassia",2116,"00:32:41.365","00:32:42.100","PNT: Cassia",".. what's the one,","","","","","","",2116
"4934","SydS_GOF_174_Cassia",2117,"00:32:42.100","00:32:43.395","PNT: Cassia",".. Big Little [Lies],","","","","","","",2117
"1545","SydS_GOF_174_Cassia",2118,"00:32:42.655","00:32:43.395","INT: Erica","[lies], ","","","","","","",2118
"1546","SydS_GOF_174_Cassia",2119,"00:32:43.395","00:32:43.685","INT: Erica","yeah.","","","","","","",2119
"1547","SydS_GOF_174_Cassia",2120,"00:32:43.685","00:32:44.475","INT: Erica",".. the T[V show] --","","","","","","",2120
"4935","SydS_GOF_174_Cassia",2121,"00:32:44.055","00:32:45.730","PNT: Cassia","[I alm]ost put that down,","","","","","","",2121
"4936","SydS_GOF_174_Cassia",2122,"00:32:45.730","00:32:48.280","PNT: Cassia","it was pretty slow-goi[2ng at the start2],","","","","","","",2122
"1548","SydS_GOF_174_Cassia",2123,"00:32:47.290","00:32:48.490","INT: Erica","[2I couldn't sta2]rt it,","","","","","","",2123
"1549","SydS_GOF_174_Cassia",2124,"00:32:48.490","00:32:50.095","INT: Erica","I didn't .. like the --","","","","","","",2124
"1550","SydS_GOF_174_Cassia",2125,"00:32:50.095","00:32:50.930","INT: Erica",".. I don't know,","","","","","","",2125
"1551","SydS_GOF_174_Cassia",2126,"00:32:50.930","00:32:52.695","INT: Erica","I don't love her writing style,","","","","","","",2126
"4937","SydS_GOF_174_Cassia",2127,"00:32:52.695","00:32:52.910","PNT: Cassia","I k- --","","","","","","",2127
"4938","SydS_GOF_174_Cassia",2128,"00:32:52.910","00:32:53.846","PNT: Cassia","I [agre]e w[2ith you.","","","","","","",2128
"1552","SydS_GOF_174_Cassia",2129,"00:32:53.055","00:32:53.330","INT: Erica","[but] --","","","","","","",2129
"1553","SydS_GOF_174_Cassia",2130,"00:32:53.480","00:32:54.572","INT: Erica","[2but .. the TV sho-2] --","","","","","","",2130
"4939","SydS_GOF_174_Cassia",2131,"00:32:53.846","00:32:54.937","PNT: Cassia","it's not rivet2]in[3g.","","","","","","",2131
"1554","SydS_GOF_174_Cassia",2132,"00:32:54.875","00:32:55.385","INT: Erica","[3no,","","","","","","",2132
"4940","SydS_GOF_174_Cassia",2133,"00:32:54.937","00:32:56.810","PNT: Cassia","you can easily put it down3].","","","","","","",2133
"1555","SydS_GOF_174_Cassia",2134,"00:32:55.385","00:32:56.810","INT: Erica","it's very plain3]. ","","","","","","",2134
"1556","SydS_GOF_174_Cassia",2135,"00:32:56.810","00:32:57.285","INT: Erica","yeah.","","","","","","",2135
"4941","SydS_GOF_174_Cassia",2136,"00:32:57.285","00:32:58.920","PNT: Cassia",".. uh you can easily put it down,","","","","","","",2136
"4942","SydS_GOF_174_Cassia",2137,"00:32:58.920","00:32:59.665","PNT: Cassia","but Big mi- l- --","","","","","","",2137
"4943","SydS_GOF_174_Cassia",2138,"00:32:59.665","00:33:00.300","PNT: Cassia",".. L[ittle Lies,","","","","","","",2138
"1557","SydS_GOF_174_Cassia",2139,"00:32:59.835","00:33:02.240","INT: Erica","[you're not reading it thinking wow thi]s is beautiful. ","","","","","","",2139
"4944","SydS_GOF_174_Cassia",2140,"00:33:00.300","00:33:01.330","PNT: Cassia","I lent that to] --","","","","","","",2140
"4945","SydS_GOF_174_Cassia",2141,"00:33:02.240","00:33:03.651","PNT: Cassia","[2I lent that2] to friends,","","","","","","",2141
"1558","SydS_GOF_174_Cassia",2142,"00:33:02.240","00:33:02.814","INT: Erica","[2reading it2].","","","","","","",2142
"4946","SydS_GOF_174_Cassia",2143,"00:33:03.651","00:33:05.170","PNT: Cassia","and they .. gave it [to me].","","","","","","",2143
"1559","SydS_GOF_174_Cassia",2144,"00:33:04.805","00:33:05.170","INT: Erica","[yeah]. ","","","","","","",2144
"4947","SydS_GOF_174_Cassia",2145,"00:33:05.170","00:33:07.215","PNT: Cassia",".. every time and said I can't get into [2this2].","","","","","","",2145
"1560","SydS_GOF_174_Cassia",2146,"00:33:06.705","00:33:07.215","INT: Erica","[2yeah2]. ","","","","","","",2146
"1561","SydS_GOF_174_Cassia",2147,"00:33:07.215","00:33:07.505","INT: Erica","I'd --","","","","","","",2147
"1562","SydS_GOF_174_Cassia",2148,"00:33:07.505","00:33:09.476","INT: Erica",".. but the TV show was so successful,","","","","","","",2148
"4948","SydS_GOF_174_Cassia",2149,"00:33:09.476","00:33:09.853","PNT: Cassia","yeah,","","","","","","",2149
"4949","SydS_GOF_174_Cassia",2150,"00:33:09.853","00:33:10.570","PNT: Cassia","I [!should have] s- --","","","","","","",2150
"1563","SydS_GOF_174_Cassia",2151,"00:33:10.030","00:33:10.345","INT: Erica","[um],","","","","","","",2151
"4950","SydS_GOF_174_Cassia",2152,"00:33:10.570","00:33:12.215","PNT: Cassia","% made an effort to se[2e tha2]t,","","","","","","",2152
"1564","SydS_GOF_174_Cassia",2153,"00:33:11.747","00:33:12.090","INT: Erica","[2yeah2],","","","","","","",2153
"1565","SydS_GOF_174_Cassia",2154,"00:33:12.215","00:33:12.890","INT: Erica","it was good,","","","","","","",2154
"1566","SydS_GOF_174_Cassia",2155,"00:33:12.890","00:33:13.225","INT: Erica","the --","","","","","","",2155
"1567","SydS_GOF_174_Cassia",2156,"00:33:13.225","00:33:14.645","INT: Erica",".. it was Nicole Kidman [and],","","","","","","",2156
"4951","SydS_GOF_174_Cassia",2157,"00:33:14.340","00:33:14.889","PNT: Cassia","[ye]s.","","","","","","",2157
"4952","SydS_GOF_174_Cassia",2158,"00:33:14.889","00:33:15.266","PNT: Cassia",".. yes,","","","","","","",2158
"4953","SydS_GOF_174_Cassia",2159,"00:33:15.266","00:33:16.660","PNT: Cassia","<X it X> [had th]ere was some great cast,","","","","","","",2159
"1568","SydS_GOF_174_Cassia",2160,"00:33:15.350","00:33:15.620","INT: Erica","[um],","","","","","","",2160
"4954","SydS_GOF_174_Cassia",2161,"00:33:16.660","00:33:17.910","PNT: Cassia",".. was [2Meryl S2]treep in it?","","","","","","",2161
"1569","SydS_GOF_174_Cassia",2162,"00:33:16.800","00:33:17.213","INT: Erica","[2yeah2],","","","","","","",2162
"1570","SydS_GOF_174_Cassia",2163,"00:33:17.910","00:33:19.460","INT: Erica","Meryl Streep was in season two. ","","","","","","",2163
"4955","SydS_GOF_174_Cassia",2164,"00:33:19.460","00:33:20.180","PNT: Cassia","[okay yeah I] --","","","","","","",2164
"1571","SydS_GOF_174_Cassia",2165,"00:33:19.460","00:33:21.225","INT: Erica","[she came in a]s Meryl S- um,","","","","","","",2165
"1572","SydS_GOF_174_Cassia",2166,"00:33:21.225","00:33:22.385","INT: Erica",".. Nicole Kidman's,","","","","","","",2166
"1573","SydS_GOF_174_Cassia",2167,"00:33:22.385","00:33:22.810","INT: Erica",".. like,","","","","","","",2167
"1574","SydS_GOF_174_Cassia",2168,"00:33:22.810","00:33:23.670","INT: Erica",".. mother-in-law.","","","","","","",2168
"1575","SydS_GOF_174_Cassia",2169,"00:33:23.670","00:33:25.800","INT: Erica",".. so she came in to yell at @her @.","","","","","","",2169
"1576","SydS_GOF_174_Cassia",2170,"00:33:25.800","00:33:26.075","INT: Erica",".. [but] --","","","","","","",2170
"4956","SydS_GOF_174_Cassia",2171,"00:33:25.835","00:33:26.150","PNT: Cassia","[you kno]w --","","","","","","",2171
"4957","SydS_GOF_174_Cassia",2172,"00:33:26.150","00:33:26.445","PNT: Cassia",".. thi- --","","","","","","",2172
"4958","SydS_GOF_174_Cassia",2173,"00:33:26.445","00:33:27.920","PNT: Cassia","[I'm getti]ng off tr[2ack a little bit,","","","","","","",2173
"1577","SydS_GOF_174_Cassia",2174,"00:33:26.445","00:33:26.818","INT: Erica","[X],","","","","","","",2174
"1578","SydS_GOF_174_Cassia",2175,"00:33:27.205","00:33:27.640","INT: Erica","[2that's all right,","","","","","","",2175
"1579","SydS_GOF_174_Cassia",2176,"00:33:27.640","00:33:28.345","INT: Erica","no don't worry2] --","","","","","","",2176
"4959","SydS_GOF_174_Cassia",2177,"00:33:27.920","00:33:29.165","PNT: Cassia","but she2] was in um,","","","","","","",2177
"4960","SydS_GOF_174_Cassia",2178,"00:33:29.165","00:33:30.680","PNT: Cassia","...(1.0) a movie.","","","","","","",2178
"4961","SydS_GOF_174_Cassia",2179,"00:33:30.680","00:33:31.510","PNT: Cassia",".. and,","","","","","","",2179
"4962","SydS_GOF_174_Cassia",2180,"00:33:31.510","00:33:32.930","PNT: Cassia","... I forget the girl's name,","","","","","","",2180
"4963","SydS_GOF_174_Cassia",2181,"00:33:32.930","00:33:34.550","PNT: Cassia","but they were calling her Goat? ((ACRONYM FOR GREATEST OF ALL TIME))","","","","","","",2181
"4964","SydS_GOF_174_Cassia",2182,"00:33:34.550","00:33:35.520","PNT: Cassia","... and,","","","","","","",2182
"1580","SydS_GOF_174_Cassia",2183,"00:33:35.520","00:33:37.065","INT: Erica","...(1.0) y[eah yeah yeah].","","","","","","",2183
"4965","SydS_GOF_174_Cassia",2184,"00:33:36.449","00:33:37.320","PNT: Cassia","[that's greate]st --","","","","","","",2184
"1581","SydS_GOF_174_Cassia",2185,"00:33:37.320","00:33:38.770","INT: Erica","... greatest of [2all time,","","","","","","",2185
"4966","SydS_GOF_174_Cassia",2186,"00:33:38.185","00:33:38.770","PNT: Cassia","[2all time,","","","","","","",2186
"4967","SydS_GOF_174_Cassia",2187,"00:33:38.770","00:33:39.880","PNT: Cassia","but she di2]dn't know that.","","","","","","",2187
"1582","SydS_GOF_174_Cassia",2188,"00:33:38.770","00:33:39.219","INT: Erica","yeah yeah2].","","","","","","",2188
"4968","SydS_GOF_174_Cassia",2189,"00:33:39.880","00:33:40.851","PNT: Cassia","she's [older],","","","","","","",2189
"1583","SydS_GOF_174_Cassia",2190,"00:33:40.115","00:33:40.851","INT: Erica","[o=h],","","","","","","",2190
"1584","SydS_GOF_174_Cassia",2191,"00:33:40.851","00:33:41.435","INT: Erica","okay <X y[2eah yeah2] X>,","","","","","","",2191
"4969","SydS_GOF_174_Cassia",2192,"00:33:41.264","00:33:41.746","PNT: Cassia","[2and2] then,","","","","","","",2192
"4970","SydS_GOF_174_Cassia",2193,"00:33:41.746","00:33:42.195","PNT: Cassia","when they h- --","","","","","","",2193
"4971","SydS_GOF_174_Cassia",2194,"00:33:42.195","00:33:43.020","PNT: Cassia",".. they go oh bring --","","","","","","",2194
"4972","SydS_GOF_174_Cassia",2195,"00:33:43.020","00:33:45.356","PNT: Cassia",".. they were .. getting ready for photo sessions and,","","","","","","",2195
"4973","SydS_GOF_174_Cassia",2196,"00:33:45.356","00:33:46.280","PNT: Cassia","... she's --","","","","","","",2196
